Üniversite,Bölüm,İmam Hatip Sayısı,İmam Hatip Oranı,URL
"İSTANBUL ESENYURT ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207590110"
"İSTANBUL GALATA ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810171"
"İSTANBUL GALATA ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810164"
"İSTANBUL GALATA ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810178"
"İSTANBUL GALATA ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810332"
"İSTANBUL GALATA ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810339"
"İSTANBUL GALATA ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810346"
"İSTANBUL GEDİK ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=201790530"
"İSTANBUL GEDİK ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 3,3","https://yokatlas.yok.gov.tr/lisans.php?y=201790537"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202710305"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202710314"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","2","% 22,2","https://yokatlas.yok.gov.tr/lisans.php?y=202710826"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=202710835"
"İSTANBUL KENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750212"
"İSTANBUL KENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750213"
"İSTANBUL KENT ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750224"
"İSTANBUL KENT ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750225"
"İSTANBUL KENT ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750313"
"İSTANBUL KENT ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750320"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010239"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010248"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010257"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010866"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010875"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010963"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203110689"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 1,9","https://yokatlas.yok.gov.tr/lisans.php?y=203111554"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","2","% 18,2","https://yokatlas.yok.gov.tr/lisans.php?y=210401879"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210401886"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210401893"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210401900"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210401907"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","2","% 2,7","https://yokatlas.yok.gov.tr/lisans.php?y=210401914"
"İSTANBUL OKAN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=204710256"
"İSTANBUL OKAN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 2,2","https://yokatlas.yok.gov.tr/lisans.php?y=204710265"
"İSTANBUL OKAN ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204710283"
"İSTANBUL OKAN ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 2,1","https://yokatlas.yok.gov.tr/lisans.php?y=204710292"
"İSTANBUL RUMELİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208151166"
"İSTANBUL RUMELİ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208151167"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 33,3","https://yokatlas.yok.gov.tr/lisans.php?y=203211550"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","2","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=203211557"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","2","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=203211543"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","2","% 8,7","https://yokatlas.yok.gov.tr/lisans.php?y=203211536"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203211529"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203211522"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","2","% 28,6","https://yokatlas.yok.gov.tr/lisans.php?y=209410188"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209410201"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 5,0","https://yokatlas.yok.gov.tr/lisans.php?y=209410035"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 5,0","https://yokatlas.yok.gov.tr/lisans.php?y=209410040"
"İSTANBUL TİCARET ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203490419"
"İSTANBUL TİCARET ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","2","% 22,2","https://yokatlas.yok.gov.tr/lisans.php?y=203410208"
"İSTANBUL TİCARET ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","1","% 7,7","https://yokatlas.yok.gov.tr/lisans.php?y=203410289"
"İSTANBUL TİCARET ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","3","% 7,0","https://yokatlas.yok.gov.tr/lisans.php?y=203410483"
"İSTANBUL TİCARET ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","1","% 1,7","https://yokatlas.yok.gov.tr/lisans.php?y=203411039"
"İSTANBUL TİCARET ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203490151"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","2","% 22,2","https://yokatlas.yok.gov.tr/lisans.php?y=205090135"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","5","% 9,3","https://yokatlas.yok.gov.tr/lisans.php?y=205090136"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 14,3","https://yokatlas.yok.gov.tr/lisans.php?y=205090137"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205090138"
"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","1","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=206210961"
"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","3","% 6,4","https://yokatlas.yok.gov.tr/lisans.php?y=206210988"
"İSTİNYE ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=208450725"
"İSTİNYE ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208450727"
"İZMİR EKONOMİ ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203510304"
"İZMİR EKONOMİ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203510631"
"KADİR HAS ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203790200"
"KADİR HAS ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=203790201"
"KADİR HAS ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=203790215"
"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=209710339"
"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=209710346"
"KOÇ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=203910318"
"KOÇ ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=203910293"
"KOÇ ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=203910309"
"KTO KARATAY ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Hata","Hata","https://yokatlas.yok.gov.tr/lisans.php?y=204090279"
"KTO KARATAY ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","3","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=204090286"
"MALTEPE ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=204110492"
"MALTEPE ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204190875"
"MALTEPE ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204190882"
"MALTEPE ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204191078"
"MALTEPE ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","1","% 4,2","https://yokatlas.yok.gov.tr/lisans.php?y=204111993"
"MALTEPE ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme ve Yönetim Bilimleri Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204191071"
"MEF ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207210049"
"MEF ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207210067"
"MUDANYA ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210000528"
"MUDANYA ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210000521"
"MUDANYA ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210000612"
"MUDANYA ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210000619"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 2,8","https://yokatlas.yok.gov.tr/lisans.php?y=204610632"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204610625"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204610618"
"NUH NACİ YAZGAN ÜNİVERSİTESİ  (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204610548"
"OSTİM TEKNİK ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","2","% 18,2","https://yokatlas.yok.gov.tr/lisans.php?y=209110059"
"OSTİM TEKNİK ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","1","% 3,4","https://yokatlas.yok.gov.tr/lisans.php?y=209110060"
"OSTİM TEKNİK ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209110208"
"ÖZYEĞİN ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","3","% 21,4","https://yokatlas.yok.gov.tr/lisans.php?y=204810016"
"ÖZYEĞİN ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204810025"
"ÖZYEĞİN ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204890062"
"TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205410062"
"TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","2","% 22,2","https://yokatlas.yok.gov.tr/lisans.php?y=205410071"
"TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","1","% 4,0","https://yokatlas.yok.gov.tr/lisans.php?y=205410308"
"TOROS ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","1","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=205590160"
"TOROS ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205590272"
"TÜRK HAVA KURUMU ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205710517"
"TÜRK HAVA KURUMU ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205710526"
"UFUK ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205810101"
"UFUK ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205810234"
"UFUK ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205850577"
"YAŞAR ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010151"
"YAŞAR ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010169"
"YAŞAR ÜNİVERSİTESİ (İngilizce) (%25 İndirimli) (4 Yıllık)
(İşletme Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010787"
"YEDİTEPE ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","1","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=206110398"
"YEDİTEPE ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111193"
"YEDİTEPE ÜNİVERSİTESİ (İngilizce) (UOLP- North Carolina Wilmington Üniversitesi (Uncw)) (Ücretli) (4 Yıllık)
(İktisadi ve İdari Bilimler Fakültesi)","İŞLETME","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111915"
